8480, 8790, 7995, 7981, 9400, 10100, 8010, 7883
8730, 9008, 8204, 8203, 9729, 10440, 8356, 8180
9045, 9304, 8520, 8502, 10004, 10702, 8732, 8433
9330, 9602, 8829, 8842, 10375, 11089, 9052, 8723
