20042, 17101, 19562, 18393, 20473, 21885, 21652, 16909
20640, 19492, 17514, 21720, 25527, 20634, 21087, 18280
22280, 25458, 18524, 19114, 20527, 23319, 23434, 23051
23026, 22229, 20006, 24990, 25349, 26614, 25515, 23191
